postcode,eastings,northings,latitude,longitude
TS16,441900,514500,54.52393,-1.35257
TS17,445100,516000,54.53713,-1.30289
TS18,443800,518800,54.56241,-1.32257
TS19,442400,520500,54.57781,-1.34398
TS2,449400,521300,54.58436,-1.23555
TS20,444400,521400,54.58572,-1.3129
TS21,437100,525900,54.62676,-1.42529
TS22,444300,525000,54.61809,-1.3139
TS23,446200,523900,54.60803,-1.28465
TS24,450900,533800,54.69655,-1.21016
TS25,450100,530100,54.66338,-1.22321
TS26,449700,532800,54.68768,-1.22895
TS27,445900,536700,54.72309,-1.28728
TS28,440400,536900,54.72536,-1.37265
TS29,437400,535200,54.71032,-1.41945
TS3,452000,518700,54.56073,-1.19578
TS4,450300,518100,54.55551,-1.22217
TS5,448500,517600,54.5512,-1.25008
TS6,454800,519300,54.56583,-1.15236
TS7,452800,515700,54.53369,-1.18394
TS8,449800,514300,54.52141,-1.23054
TS9,454200,508200,54.46614,-1.16368
TW1,516400,173700,51.44982,-0.3247
TW10,518000,173700,51.44949,-0.30168
TW11,516000,171100,51.42653,-0.33131
TW12,513400,170500,51.42166,-0.36888
TW13,511200,172300,51.43828,-0.39995
TW14,509900,173800,51.45202,-0.41818
TW15,507400,171300,51.43002,-0.45491
TW16,510200,169700,51.4151,-0.41514
TW17,508100,167700,51.39753,-0.44594
TW18,503800,171000,51.428,-0.50677
TW19,504100,173700,51.45221,-0.50166
TW2,514700,173300,51.44657,-0.34929
TW20,500800,170800,51.42674,-0.54997
TW3,513800,175600,51.46742,-0.36149
TW4,512300,175400,51.46593,-0.38314
TW5,512400,177000,51.48029,-0.3812
TW6,507900,175700,51.46948,-0.44638
TW7,515800,176300,51.47331,-0.33248
TW8,517600,177700,51.48552,-0.30611
TW9,518500,175700,51.46736,-0.29382
UB1,512900,180800,51.51435,-0.37278
UB10,507300,184400,51.5478,-0.45236
UB11,507000,181200,51.51909,-0.45766
UB2,512500,179100,51.49915,-0.37909
UB3,509500,179700,51.50513,-0.42211
UB4,510500,181800,51.52381,-0.40704
UB5,512700,184000,51.54315,-0.37464
UB6,514900,183600,51.53911,-0.34306
UB7,506200,179700,51.50576,-0.46964
UB8,505900,182900,51.53458,-0.473
UB9,504600,188100,51.58157,-0.49019
W1,528900,181200,51.51452,-0.14215
W10,523900,181800,51.52103,-0.21397
W11,524600,180800,51.51189,-0.20424
W12,522900,180300,51.50777,-0.2289
W13,516600,180700,51.5127,-0.31951
W14,524300,178900,51.49488,-0.20923
W1B,529100,181100,51.51357,-0.13931
W1C,528500,181100,51.51371,-0.14795
W1D,529700,181100,51.51344,-0.13066
W1F,529400,181000,51.51261,-0.13502
W1G,528600,181600,51.51818,-0.14633
W1H,527700,181400,51.51659,-0.15936
W1J,528800,180400,51.50735,-0.14388
W1K,528400,180800,51.51104,-0.1495
W1M,528400,181600,51.51823,-0.14921
W1S,529000,180800,51.5109,-0.14086
W1T,529400,181800,51.5198,-0.13473
W1U,528200,181600,51.51827,-0.15209
W1W,529100,181700,51.51897,-0.13909
W2,526400,181200,51.51508,-0.17816
W3,520200,180400,51.50925,-0.26775
W4,520600,178400,51.49118,-0.26268
W5,517900,180700,51.51243,-0.30078
W6,523000,178600,51.49246,-0.22805
W7,515600,180500,51.5111,-0.33398
W8,525400,179500,51.50003,-0.19317
W9,525500,182400,51.52607,-0.1907
WA1,362200,388800,53.39442,-2.5685
WA10,349900,395500,53.45362,-2.75454
WA11,352300,398100,53.47721,-2.71879
WA12,358100,395400,53.45343,-2.63104
WA13,368800,387400,53.38226,-2.46911
WA14,376200,387800,53.38624,-2.35788
WA15,378400,387500,53.38364,-2.32478
WA16,375300,378500,53.3026,-2.37068
WA2,361400,390600,53.41054,-2.58075
WA3,363600,395400,53.45384,-2.54821
WA4,361800,385500,53.36472,-2.57412
WA5,357700,389300,53.39857,-2.63624
WA6,351800,375300,53.27222,-2.72285
WA7,353200,381700,53.32987,-2.7028
WA8,350700,386400,53.37189,-2.74107
WA9,352300,393600,53.43676,-2.71811
WC1,530300,182000,51.52139,-0.12169
WC1A,530100,181500,51.51694,-0.12475
WC1B,530000,181700,51.51876,-0.12612
WC1E,529600,181900,51.52065,-0.13181
WC1H,530000,182300,51.52415,-0.1259
WC1N,530400,182000,51.52136,-0.12025
WC1R,530700,181700,51.5186,-0.11604
WC1V,530500,181500,51.51685,-0.11899
WC1X,530700,182400,51.52489,-0.11578
WC2,530200,181100,51.51332,-0.12346
WC2A,530800,181400,51.51588,-0.11471
WC2B,530300,181300,51.5151,-0.12195
WC2E,530200,181000,51.51242,-0.1235
WC2H,529900,181100,51.51339,-0.12778
WC2N,530100,180700,51.50975,-0.12505
WC2R,530500,180900,51.51145,-0.11921
WD1,510700,195500,51.64692,-0.39984
WD17,510300,197100,51.66138,-0.40512
WD18,509700,195600,51.64801,-0.41426
WD19,511400,193800,51.6315,-0.39027
WD2,512200,197800,51.6673,-0.37743
WD23,513100,195400,51.64554,-0.3652
WD24,510800,198100,51.67027,-0.39757
WD25,511400,199600,51.68363,-0.38842
WD3,505100,195200,51.6453,-0.48085
WD4,506700,202300,51.70882,-0.45556
WD5,509400,201900,51.7047,-0.41662
WD6,519300,196800,51.65684,-0.27514
WD7,516900,200000,51.68611,-0.30876
WF1,433600,421300,53.68684,-1.49117
WF10,443300,425500,53.72388,-1.3437
WF11,449100,424100,53.71078,-1.25602
WF12,425100,420900,53.68373,-1.61992
WF13,423400,421900,53.69279,-1.64559
WF14,420300,420500,53.68034,-1.69263
WF15,419900,423600,53.70822,-1.69849
WF16,421900,423800,53.70994,-1.66817
WF17,423700,424800,53.71885,-1.64082
WF2,432300,419700,53.67254,-1.51102
WF3,431400,425300,53.72294,-1.52408
WF4,431800,416900,53.64741,-1.51888
WF5,428000,420500,53.67998,-1.57605
WF6,438700,422800,53.69997,-1.41375
WF7,442900,419100,53.66639,-1.35065
WF8,446300,421200,53.68497,-1.29887
WF9,445000,412400,53.60599,-1.31983
WN1,358500,406600,53.55414,-2.6265
WN2,361400,404600,53.53639,-2.58248
WN3,357300,403800,53.52888,-2.64423
WN4,357400,400000,53.49473,-2.64221
WN5,354600,404100,53.53135,-2.68501
WN6,355700,408800,53.57369,-2.66908
WN7,365700,400300,53.49803,-2.51712
WN8,349100,406500,53.55242,-2.76838
WR1,385200,255500,52.19713,-2.21656
WR10,395600,246300,52.11459,-2.06426
WR11,404900,244100,52.09481,-1.92847
WR12,408700,238300,52.04261,-1.87314
WR13,376600,244100,52.09433,-2.34161
WR14,378200,246200,52.11328,-2.31839
WR15,361300,267600,52.30476,-2.56764
WR2,383500,254700,52.18989,-2.24139
WR3,385600,257600,52.21603,-2.21079
WR4,387400,256300,52.20438,-2.1844
WR5,386400,253300,52.17738,-2.19891
WR6,374700,258900,52.22732,-2.37045
WR7,396400,255400,52.19642,-2.05268
WR8,386100,242700,52.08207,-2.20287
WR9,389300,263400,52.26826,-2.15682
WS1,401500,298000,52.57945,-1.97786
WS10,398600,295900,52.56057,-2.02065
WS11,398800,310200,52.68914,-2.01776
WS12,400100,312100,52.70623,-1.99852
WS13,412300,310500,52.6917,-1.818
WS14,412600,307300,52.66292,-1.81368
WS15,405600,317900,52.75834,-1.91701
WS2,399900,299000,52.58845,-2.00148
WS3,400700,302300,52.61812,-1.98966
WS4,402800,300900,52.60552,-1.95865
WS5,402800,296700,52.56776,-1.95869
WS6,398500,306700,52.65767,-2.02218
WS7,405900,309200,52.68012,-1.91272
WS8,404500,305400,52.64597,-1.93348
WS9,405600,301300,52.6091,-1.91729
WV1,392200,298700,52.58569,-2.11514
WV10,392400,302200,52.61716,-2.11227
WV11,395200,301400,52.61,-2.07089
WV12,397300,300900,52.60552,-2.03987
WV13,395900,298600,52.58484,-2.06052
WV14,394700,295500,52.55695,-2.07818
WV15,374600,291000,52.51593,-2.37435
WV16,370100,290500,52.5112,-2.44062
WV2,392000,297400,52.574,-2.11806
WV3,389800,298000,52.57936,-2.15054
WV4,390400,296100,52.56229,-2.14163
WV5,385800,292900,52.53342,-2.20936
WV6,387700,299800,52.5955,-2.18161
WV7,381700,304000,52.63309,-2.27043
WV8,387600,302900,52.62337,-2.1832
WV9,390500,304000,52.63332,-2.14039
YO1,460300,451800,53.95857,-1.0809
YO10,461800,450900,53.95031,-1.05822
YO11,504500,486700,54.26511,-0.39535
YO12,502700,487600,54.27356,-0.42267
YO13,497900,489100,54.28798,-0.49587
YO14,511100,479500,54.19903,-0.29672
YO15,519200,468000,54.0939,-0.17715
YO16,517700,468100,54.09514,-0.20004
YO17,481400,471900,54.13631,-0.75397
YO18,480300,485500,54.2587,-0.76717
YO19,464300,446500,53.91046,-1.02105
YO21,483500,509800,54.47654,-0.71123
YO22,489400,507000,54.45038,-0.62104
YO23,457700,448100,53.92562,-1.12122
YO24,458100,450400,53.94624,-1.11469
YO25,504000,457700,54.00465,-0.41302
YO26,454300,453500,53.97452,-1.17204
YO30,458100,454800,53.98579,-1.11385
YO31,461400,453000,53.96923,-1.06389
YO32,461700,457700,54.01143,-1.05837
YO41,472000,453200,53.96966,-0.90227
YO42,479400,448100,53.92274,-0.7908
YO43,486200,440100,53.84976,-0.68952
YO51,440800,465300,54.08182,-1.37628
YO60,469300,465700,54.08237,-0.94057
YO61,452700,469200,54.11579,-1.1937
YO62,465600,483500,54.24282,-0.99325
YO7,442400,481100,54.2237,-1.3496
YO8,462100,432100,53.7813,-1.05745
,,,,
